Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
2017,02,22,10:14:0,2017,02,22,10:14:0,,Rory McIlroy Bashed for Playing Golf with President Trump - Breitbart,"Rory McIlroy Bashed for Playing Golf with President Trump" Found at: http://www.breitbart.com/sports/2017/02/22/rory-mcilroy-bashed-playing-golf-president-trump/,,,,,,,
2017,02,21,15:41:0,2017,02,21,15:41:0,,Poll: 80 Percent Oppose Sanctuary Cities,"The vast majority of Americans oppose sanctuary policies." Found at: http://www.breitbart.com/texas/2017/02/21/poll-80-percent-oppose-sanctuary-cities/,,,,,,,
2017,02,21,12:35:2,2017,02,21,12:35:2,,Poll: Trump Holds 81 Percent Approval Among Texas GOP,"A poll reveals that President Trump has an 81 percent approval rating by Republicans. Only 10 percent said they disapprove." Found at: http://www.breitbart.com/texas/2017/02/21/poll-trump-holds-81-percent-approval-among-texas-gop/,,,,,,,
2017,02,21,06:11:5,2017,02,21,06:11:5,,DHS Memos Consider Deportation Streamlining Options,"Leaked memos from the DHS discuss methods to more effectively deport illegal aliens through a streamlined process." Found at: http://www.breitbart.com/texas/2017/02/21/dhs-memos-consider-deportation-streamlining-options/,,,,,,,
2017,02,20,18:39:5,2017,02,20,18:39:5,,Florida Teacher Reassigned After Making Pro-Trump Facebook Post Supporting Mass Deportation During School Hours - Breitbart,"Florida Teacher Reassigned After Making Pro-Trump Facebook Post Supporting Mass Deportation During School Hours" Found at: http://www.breitbart.com/big-government/2017/02/20/florida-teacher-reassigned-making-pro-trump-facebook-post-supporting-mass-deportation-school-hours/,,,,,,,
2017,02,20,11:31:0,2017,02,20,11:31:0,,Armed Trump Supporters Attend Texas March for Refugees,"Pro-refugee marchers and other open border groups were countered by armed Trump supporters at a demonstration in Dallas during the weekend." Found at: http://www.breitbart.com/texas/2017/02/20/armed-trump-supporters-attend-texas-march-refugees/,,,,,,,
2017,02,20,10:26:2,2017,02,20,10:26:2,,Democrat Commissioner Resignation Creates Opportunity for Change at FEC - Breitbart,"FEC Commissioner Ann Ravel resigned from her post on Sunday, effective March 1." Found at: http://www.breitbart.com/big-government/2017/02/20/democrat-commissioner-resignation-creates-opportunity-change-fec/,,,,,,,
2017,02,19,06:10:3,2017,02,19,06:10:3,,Aides: Trump Could Repeal DACA Without Legislation - Breitbart,"Aides: Trump Could Repeal DACA Without Legislation" Found at: http://www.breitbart.com/california/2017/02/19/daca-report-president-trump-may-pursue-quiet-repeal/,,,,,,,
2017,02,18,13:18:3,2017,02,18,13:18:3,,Arrested DACA Migrant has Gang Relations, Say DOJ Court Records,"The Department of Justice (DOJ) said in court filings that a detained illegal immigrant covered by former President Obama’s Deferred Action for Childhood Arrivals (DACA) program has previous gang relations." Found at: http://www.breitbart.com/texas/2017/02/18/arrested-daca-migrant-gang-relations-say-doj-court-records/,,,,,,,
2017,02,16,19:58:0,2017,02,16,19:58:0,,Ninth Circuit Halts Immigration Case, Waits for New Trump Executive Order,"Ninth Circuit Halts Immigration Case, Waits for New Trump Executive Order" Found at: http://www.breitbart.com/big-government/2017/02/16/ninth-circuit-halts-immigration-case-waits-new-trump-executive-order/,,,,,,,
2017,02,16,10:31:0,2017,02,16,10:31:0,,Trump Administration Order to Stabilize the Health Insurance Market - Breitbart,"Trump Administration Order to Stabilize the Health Insurance Market" Found at: http://www.breitbart.com/big-government/2017/02/16/trump-administration-order-stabilize-health-insurance-market/,,,,,,,
2017,02,16,07:37:0,2017,02,16,07:37:0,,DREAMer Arrested As 'Self-Admitted Gang Member', Says ICE,"An illegal immigrant covered by Obama’s DACA program was arrested by ICE agents after they said the man is a “self-admitted gang member.”" Found at: http://www.breitbart.com/texas/2017/02/16/dreamer-arrested-self-admitted-gang-member-says-ice/,,,,,,,
2017,02,15,19:52:2,2017,02,15,19:52:2,,Humana to Drop Out of Obamacare Exchanges in 2018 - Breitbart,"Humana to Drop Out of Obamacare Exchanges in 2018" Found at: http://www.breitbart.com/big-government/2017/02/15/humana-drop-obamacare-exchanges-2018/,,,,,,,
2017,02,15,18:10:2,2017,02,15,18:10:2,,IRS Will Accept Tax Returns That Do Not Declare Health Insurance Status - Breitbart,"IRS Will Accept Tax Returns That Do Not Declare Health Insurance Status" Found at: http://www.breitbart.com/big-government/2017/02/15/irs-will-accept-tax-returns-not-declare-health-insurance-status/,,,,,,,
2017,02,15,15:52:3,2017,02,15,15:52:3,,Susquehanna Downgrade Under Armour Stock Following CEO's Trump Praise - Breitbart,"Susquehanna have downgraded Under Armour Inc. stock after CEO Kevin Plank called President Trump "a real asset to this country."" Found at: http://www.breitbart.com/tech/2017/02/15/susquehanna-downgrade-under-armour-stock-following-ceo-trump-praise/,,,,,,,
2017,02,15,09:44:2,2017,02,15,09:44:2,,Senate Votes to Repeal Obama's Social Security Gun Ban,"On February 15 the Senate voted to repeal Barack Obama's Social Security gun ban. The House voted to repeal it on February 2." Found at: http://www.breitbart.com/big-government/2017/02/15/senate-follows-house/,,,,,,,
2017,02,14,17:23:4,2017,02,14,17:23:4,,Bowe Bergdahl: Trump Violated My Due Process Rights with 'Dirty Rotten Traitor' Remarks - Breitbart,"Bowe Bergdahl: Trump Violated My Due Process Rights with 'Dirty Rotten Traitor' Remarks" Found at: http://www.breitbart.com/big-government/2017/02/14/bowe-bergdahl-trump-violated-my-due-process-rights-with-dirty-rotten-traitor-remarks/,,,,,,,
2017,02,14,09:02:0,2017,02,14,09:02:0,,Gun-Controlled Chicago: Over 400 Shot Year-to-Date,"It is Valentine's Day in gun-controlled Chicago and there have been over 400 people shot year-to-date in the city." Found at: http://www.breitbart.com/big-government/2017/02/14/happy-valentines-gun-controlled-chicago-400-shot-year-date/,,,,,,,
2017,02,14,06:05:1,2017,02,14,06:05:1,,House Democrats Recruit Ivanka Trump for Help With Bill to Expand Paid Family Leave,"Rep. Carolyn Maloney (D-NY) is seeking to recruit Ivanka Trump's help to get support for her Federal Employees Paid Parental Leave Act." Found at: http://www.breitbart.com/big-government/2017/02/14/house-democrats-recruit-ivanka-trump-for-help-with-bill-to-expand-paid-family-leave/,,,,,,,
2017,02,13,14:33:1,2017,02,13,14:33:1,,NYT Opinion: President Trump Should Target Guns Rather than Muslim Terrorists - Breitbart,"NYT Opinion: President Trump Should Target Guns Rather than Muslim Terrorists" Found at: http://www.breitbart.com/big-government/2017/02/13/nyt-opinion-president-trump-target-guns-not-refugees/,,,,,,,
2017,02,13,14:32:5,2017,02,13,14:32:5,,Fed Chair Janet Yellen to Face Congress on State of the Economy - Breitbart,"Fed Chair Janet Yellen to Face Congress on State of the Economy" Found at: http://www.breitbart.com/big-government/2017/02/13/fed-chair-janet-yellen-face-congress-state-economy/,,,,,,,
2017,02,13,13:31:0,2017,02,13,13:31:0,,Trump Inauguration Poster Removed from Library of Congress Online Store over Typo - Breitbart,"Trump Inauguration Poster Removed from Library of Congress Online Store over Typo" Found at: http://www.breitbart.com/big-government/2017/02/13/trump-inauguration-poster-removed-library-congress-online-store-typo/,,,,,,,
2017,03,30,13:18:3,2017,03,30,13:18:3,,Congress Mulls Illegal Immigrant Tax to Fund Border Wall,"A bill to tax illegal immigrants to fund the construction of President Donald Trump’s border wall was introduced." Found at: http://www.breitbart.com/texas/2017/03/30/congress-mulls-illegal-immigrant-tax-fund-border-wall/,,,,,,,
2017,03,29,16:38:0,2017,03,29,16:38:0,,Gun Owners of America-Vote on Gorsuch Comes Down to This: 'Do You Support 2nd Amendment?' - Breitbart,"Gun Owners of America--Vote on Gorsuch Comes Down to This: 'Do You Support 2nd Amendment?'" Found at: http://www.breitbart.com/big-government/2017/03/29/gun-owners-america-vote-gorsuch-comes-support-2nd-amendment/,,,,,,,
2017,03,29,11:11:2,2017,03,29,11:11:2,,DELINGPOLE: Al Gore - Global Warming Is Real Because... Production Values,"Unlike its creaky predecessor, 'Inconvenient 2' uses shock, awe and spectacular footage to bludgeon its audience into submission." Found at: http://www.breitbart.com/big-hollywood/2017/03/29/delingpole-al-gore-global-warming-is-real-because-production-values/,,,,,,,
2017,03,29,04:28:1,2017,03,29,04:28:1,,Activists Want CA Schools Investigated for Asking Social Security Numbers - Breitbart,"Activists are asking California Attorney General Xavier Becerra to investigate schools for asking for students' Social Security numbers." Found at: http://www.breitbart.com/california/2017/03/29/social-security-citizenship-immigration-ca-schools/,,,,,,,
2017,03,29,00:22:0,2017,03,29,00:22:0,,Menendez to AIPAC: Steve Bannon a 'White Nationalist',"Sen. Robert Menendez (D-NJ) took aim at President Donald Trump Chief White House Strategist Stephen K. Bannon on Tuesday, falsely claiming that..." Found at: http://www.breitbart.com/big-government/2017/03/29/menendez-to-aipac-steve-bannon-a-white-nationalist/,,,,,,,
2017,03,27,16:26:0,2017,03,27,16:26:0,,EXCLUSIVE: Turkish FM: Erdo?an Currently Has a Lot of Power but 'No Accountability' - Breitbart,"Turkish Foreign Minister Mevlüt Çavu?o?lu said President Recep Tayyip Erdo?an currently wields significant power but "no responsibility."" Found at: http://www.breitbart.com/national-security/2017/03/27/turkeys-fm-president-erdogan-has-a-lot-of-power-but-no-responsibility/,,,,,,,
2017,03,25,12:42:4,2017,03,25,12:42:4,,Trump: After Obamacare Explodes, We'll Put Together 'a Great Healthcare Plan for the People',"President Trump addressed the failure of the Obamacare replacement bill for the first time on Twitter after Congress pulled the bill." Found at: http://www.breitbart.com/big-government/2017/03/25/trump-obamacare-explodes-put-together-great-healthcare-plan-people/,,,,,,,
2017,03,25,11:36:0,2017,03,25,11:36:0,,Convicted Palestinian Terrorist Rasmea Odeh Will Leave U.S. Under Guilty Plea Deal - Breitbart,"Convicted Palestinian Terrorist Rasmea Odeh Will Leave U.S. Under Guilty Plea Deal" Found at: http://www.breitbart.com/jerusalem/2017/03/25/convicted-palestinian-terrorist-will-avoid-prison-time-leave-u-s-under-guilty-plea-deal/,,,,,,,
2017,03,23,19:30:2,2017,03,23,19:30:2,,DELINGPOLE: Climate Change Is Real Because Bad Weather, Explains WMO - Breitbart,"Climate Change is more real, and dangerous, and worrying than ever before because lots of bad weather has happened around the world." Found at: http://www.breitbart.com/big-government/2017/03/23/delingpole-climate-change-is-real-because-bad-weather-explains-wmo/,,,,,,,
2017,03,22,14:53:0,2017,03,22,14:53:0,,#MayorsStand4All Day Touts Support for Illegal Immigrants,"Sixty mayors from around the country held press conferences and other events to show their support for immigrants both legal and illegal." Found at: http://www.breitbart.com/texas/2017/03/22/mayorsstand4all-day-touts-support-illegal-immigrants/,,,,,,,
2017,03,22,13:20:2,2017,03,22,13:20:2,,President Trump to Appear on Golf Channel Tribute to Jack Nicklaus - Breitbart,"President Trump to Appear on Golf Channel Tribute to Jack Nicklaus" Found at: http://www.breitbart.com/sports/2017/03/22/president-trump-to-appear-on-golf-channel-tribute-to-jack-nicklaus/,,,,,,,
2017,03,21,06:28:5,2017,03,21,06:28:5,,NYT: Amnesty Is the 'Only Long-Term Solution',"The editorial board of the New York Times says amnesty is the “only long-term solution” for the immigration problem facing the U.S." Found at: http://www.breitbart.com/texas/2017/03/21/nyt-amnesty-long-term-solution/,,,,,,,
2017,03,18,15:37:5,2017,03,18,15:37:5,,Tom Ford on Moving Back to US: Trump Made Me 'Feel More Nationalistic' - Breitbart,"Tom Ford on Moving Back to US: Trump Made Me 'Feel More Nationalistic'" Found at: http://www.breitbart.com/big-hollywood/2017/03/18/tom-ford-moving-back-us-trump-made-feel-nationalistic/,,,,,,,
2017,03,17,16:55:4,2017,03,17,16:55:4,,Trump Budget Includes 'Significant Funding of . . . Refugee Program' - Breitbart,"Trump Budget Includes 'Significant Funding of . . . Refugee Program'" Found at: http://www.breitbart.com/big-government/2017/03/17/trump-budget-includes-significant-funding-refugee-program/,,,,,,,
2017,03,17,11:29:0,2017,03,17,11:29:0,,DELINGPOLE: Germans Unhappy As 'Climate Change' Is Dropped From G-20 Communique,"Deleting a reference to financing programs to combat climate change from a draft G20 communique would not have happened if Donald Trump wasn't..." Found at: http://www.breitbart.com/london/2017/03/17/delingpole-germans-unhappy-as-climate-change-is-dropped-from-g-20-communique/,,,,,,,
2017,03,15,16:18:2,2017,03,15,16:18:2,,The Nuclear Option: Democrats Must Help Fix Health Care Disaster They Created - Breitbart,"The Nuclear Option: Democrats Must Help Fix Health Care Disaster They Created" Found at: http://www.breitbart.com/big-government/2017/03/15/nuclear-option-democrats-must-help-fix-health-care-disaster-created/,,,,,,,
2017,03,14,19:58:3,2017,03,14,19:58:3,,A Brief History of Snoop Dogg's Gun Control Advocacy - Breitbart,"The rapper's controversial music video for "Lavender" appears at odds with his recent work on behalf of gun control." Found at: http://www.breitbart.com/big-hollywood/2017/03/14/hold-for-dnsnoop-doggs-history-of-gun-control/,,,,,,,
2017,03,14,14:37:2,2017,03,14,14:37:2,,Walter Cronkite Awards Dub Jake Tapper, Jorge Ramos, & Katy Tur Best Reporters of 2016,"This year's Walter Cronkite Awards have named Jorge Ramos of Univision, Katy Tur of NBC News, and Jake Tapper of CNN as the best national journalists of the 2016 election." Found at: http://www.breitbart.com/big-journalism/2017/03/14/walter-cronkite-awards-jake-tapper-jorge-ramos-katy-tur/,,,,,,,
2017,03,09,08:03:5,2017,03,09,08:03:5,,DREAMers Continue to Demand Protections from Trump DHS,"Migrants covered by former President Obama’s Deferred Action for Childhood Arrivals (DACA) continue making demands to President Donald Trump." Found at: http://www.breitbart.com/texas/2017/03/09/dreamers-continue-demand-protections-trump-dhs/,,,,,,,
2017,03,09,07:41:0,2017,03,09,07:41:0,,Cartel Human Smugglers Increase Fees in Trump's Wake,"President Donald Trump’s tougher border security and immigration enforcement plans have driven up human smuggling fees being charged." Found at: http://www.breitbart.com/texas/2017/03/09/cartel-human-smugglers-increase-fees-trumps-wake/,,,,,,,
2017,03,08,21:04:0,2017,03,08,21:04:0,,Fake News: MSNBC's Greta Suggests Trump, GOP Made It Easier for Mentally Ill to Buy Guns - Breitbart,"MSNBC's Greta Van Susteren suggested the GOP-led repeal of the Social Security gun ban make it easier for the mentally ill to buy guns." Found at: http://www.breitbart.com/2nd-amendment/2017/03/08/msnbc-greta-social-security-gun-ban/,,,,,,,
2017,03,06,19:23:4,2017,03,06,19:23:4,,Trump Unravelling the Regulatory State - Breitbart,"Trump Unravelling the Regulatory State" Found at: http://www.breitbart.com/big-government/2017/03/06/trump-unravelling-regulatory-state/,,,,,,,
2017,03,06,18:51:1,2017,03,06,18:51:1,,Consumer Agency Steers Millions to Progressive Firm - Breitbart,"Consumer Agency Steers Millions to Progressive Firm" Found at: http://www.breitbart.com/big-government/2017/03/06/consumer-agency-steers-millions-to-progressive-firm/,,,,,,,
